track_id,track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seg,genre,positividad
1Qjk9wTbkrQzErB5iBzsgZ,EMBUSTERA - En Vivo,La Mona Jimenez,7,0.319,0.558,4,-13.116,0,0.0454,0.525,2.24e-05,0.346,0.543,156.674,191.189,0,0.3397371665543586
0kl0SoDz0NXvfzTVHs9Abz,SOLO CONTIGO - En Vivo,La Mona Jimenez,6,0.351,0.663,0,-12.107,1,0.0713,0.421,0.000347,0.97,0.667,153.686,284.416,0,0.1901428312302013
1AZDFaR9fRncHfbpawUfC6,INTENTEMOS - En Vivo,La Mona Jimenez,7,0.307,0.559,11,-13.58,1,0.0524,0.438,2.72e-05,0.258,0.306,156.079,365.909,0,0.3397371665543586
18UsmpDUsN5sWaZw5WD0ID,AMOR SECRETO - En Vivo,La Mona Jimenez,8,0.405,0.514,0,-15.751,0,0.0463,0.0166,0.0,0.834,0.557,151.577,221.313,0,0.1671907385070091
6BXQDMgZzHjQXInfIEqVPg,EL FEDERAL - En Vivo,La Mona Jimenez,10,0.333,0.619,4,-15.553,0,0.0756,0.00358,3.76e-06,0.278,0.254,156.749,386.423,0,0.2445967678731973
1SrUp4iyqspHVamqE0xqb4,EL LEON - En Vivo,La Mona Jimenez,5,0.404,0.497,4,-16.45,0,0.0451,0.0116,0.00222,0.83,0.584,142.528,414.215,0,0.269836943746321
4Ir50wwcUSYo09x3oBEPY0,EL MARGINAL - En Vivo,La Mona Jimenez,5,0.414,0.607,7,-14.634,0,0.127,0.039,0.0,0.503,0.703,152.598,257.327,0,0.0704971552175439
4UlcCfuWlqin0P9tmdrr9X,EL RENEGADO - En Vivo,La Mona Jimenez,4,0.379,0.613,5,-15.779,1,0.0704,0.0166,0.00452,0.354,0.47,152.292,313.662,0,0.3397371665543586
7326AhJUBKZ9TXAElpVdRX,GOMA DE MASCAR - En Vivo,La Mona Jimenez,4,0.308,0.611,0,-16.562,1,0.0702,0.033,2.84e-06,0.696,0.311,154.394,161.178,0,0.2870041250398217
3bvrjSplEPpyZOYooUCZUl,LA HUELLA - En Vivo,La Mona Jimenez,6,0.454,0.597,5,-15.286,1,0.0982,0.0392,0.0,0.912,0.665,153.386,258.4,0,0.2543628086911039
7sYwKnhbUEEvCdF4prwPLy,LA PUPERA - En Vivo,La Mona Jimenez,5,0.431,0.59,2,-13.383,0,0.231,0.0724,1.15e-06,0.674,0.751,154.426,146.275,0,0.0110145105263907
19QMS43rMw4cQYfYR0P5Lz,ME MATA - En Vivo,La Mona Jimenez,4,0.477,0.535,4,-15.565,0,0.0515,0.0062,0.000501,0.195,0.751,157.402,286.906,0,0.3397371665543586
6WDD4yi1OiuZnGLwkMkvWk,MUCHACHO DE BARRIO - En Vivo,La Mona Jimenez,4,0.423,0.653,0,-14.667,1,0.324,0.0382,0.0,0.321,0.456,154.703,194.416,0,0.3489792304816481
23PGv0GQj6wM9xEMxRwQtR,PORQUE TE VAS - En Vivo,La Mona Jimenez,5,0.335,0.282,2,-17.103,0,0.0567,0.331,7.64e-06,0.503,0.381,77.394,360.514,0,0.3584213986141976
3SjG5cc19shuju4tqPNmQs,QUIEN SE HA TOMADO TODO EL VINO - En Vivo,La Mona Jimenez,5,0.293,0.585,9,-15.658,0,0.0755,0.00907,0.000777,0.787,0.353,154.017,343.805,0,0.0574871710363465
5dU0lkU3rsUl22nV2b95gb,RAMITO DE VIOLETAS - En Vivo,La Mona Jimenez,5,0.327,0.52,4,-15.704,0,0.0483,0.0163,0.0,0.904,0.274,154.404,329.468,0,0.1604760412602451
4tKHusep9uhGqCHQpWyYwk,SEGUI EN CARRERA - En Vivo,La Mona Jimenez,6,0.336,0.627,7,-15.713,1,0.0547,0.00266,7.83e-05,0.169,0.42,153.311,234.428,0,0.3397371665543586
25mnuhoiASLpJcooreN7Oh,UN DIA TE DIJE - En Vivo,La Mona Jimenez,9,0.478,0.915,0,-8.97,1,0.555,0.0946,0.00108,0.805,0.174,150.695,377.749,0,0.1250183182770993
2IAYsZvhA2GFCZYSqW1l6G,CELOSA - En Vivo,La Mona Jimenez,12,0.355,0.849,7,-6.579,0,0.141,0.0238,0.0,0.323,0.537,154.674,216.459,0,0.3397371665543586
6djnLinMFWnRMRbQHgHZyg,Y YA VES - En Vivo,La Mona Jimenez,12,0.414,0.864,5,-7.158,1,0.194,0.0254,0.000155,0.731,0.543,149.065,286.504,0,0.2973754258779723
5gTrODUckh3h4RxIU54fqy,SE QUE TE ENAMORARAS - En Vivo,La Mona Jimenez,12,0.416,0.91,1,-5.956,1,0.112,0.0619,0.0,0.668,0.346,153.542,288.608,0,0.1159392890170096
7mVUFGIXnIIsJpHhTM94su,DOS EN UNO - En Vivo,La Mona Jimenez,11,0.279,0.894,9,-5.467,0,0.208,0.0431,0.0,0.963,0.322,153.99,223.168,0,0.1361546678108415
42wYogXx81xtm4iHE9pwl8,RAMITO DE VIOLETAS - En Vivo,La Mona Jimenez,9,0.307,0.779,4,-7.085,0,0.113,0.103,0.0,0.855,0.35,153.994,308.309,0,0.1604760412602451
4l5dBkms6HVeCMPBBb5gRD,SE FUE - En Vivo,La Mona Jimenez,13,0.341,0.889,0,-6.023,1,0.073,0.0423,0.0,0.939,0.258,154.52,240.0,0,0.1250183182770993
48rgxawAZWlSJe4hidw8q8,NUEVE Y MEDIA - En Vivo,La Mona Jimenez,10,0.41,0.913,5,-6.132,1,0.2,0.0663,0.0,0.704,0.581,151.548,226.965,0,0.2133190901190071
4VX129ZSA9IdQLAsvkCRsd,EL FEDERAL - En Vivo,La Mona Jimenez,8,0.31,0.878,4,-5.79,0,0.179,0.055,0.0,0.347,0.119,157.137,541.2,0,0.2445967678731973
6BSNZSSBtENW8Y6uvExdvc,TU - En Vivo,La Mona Jimenez,8,0.326,0.666,7,-8.301,0,0.0522,0.18,0.0,0.626,0.348,141.454,239.936,0,0.3397371665543586
1EbLV2UYeYhvWSmAMjVyos,CORREN LOS SEGUNDOS - En Vivo,La Mona Jimenez,8,0.472,0.515,7,-7.952,0,0.0504,0.248,0.0,0.97,0.436,74.771,277.376,0,0.3226914137195438
4qgzWvEmfwBIkdqYIBNIbP,LUIS - En Vivo,La Mona Jimenez,9,0.306,0.86,5,-5.404,1,0.103,0.278,0.0,0.889,0.485,146.553,261.013,0,0.3397371665543586
3iDjM86zS8Htj1bRbHWbyl,ESCRIBELE UNA CARTA - En Vivo,La Mona Jimenez,7,0.423,0.9,7,-6.507,1,0.351,0.0935,0.0,0.841,0.34,153.317,464.469,0,0.3397371665543586
20JcwvipUlRIRfVXzRWL1y,EL MARGINAL - En Vivo,La Mona Jimenez,6,0.383,0.892,7,-5.735,1,0.376,0.133,0.0,0.739,0.419,153.284,260.011,0,0.0704971552175439
1qeXoAueP5dwxTbr6Aq6f5,POR PORTACION DE ROSTRO - En Vivo,La Mona Jimenez,7,0.412,0.905,9,-4.467,0,0.118,0.119,0.0,0.225,0.447,155.38,221.269,0,0.2042582426578079
6cs66L0Eom0j3s0XW8AJPk,TE CANTA UN CORDOBES - En Vivo,La Mona Jimenez,6,0.402,0.858,1,-5.28,1,0.215,0.132,0.0,0.482,0.568,154.584,180.965,0,0.1884636656256128
5bcrTi27jh3sDTIPqSC0Gx,SI TE VAS - En Vivo,La Mona Jimenez,9,0.347,0.847,4,-6.132,0,0.133,0.0136,8.19e-06,0.717,0.258,154.092,316.288,0,0.3584213986141976
7h3Yr9dOY4LW1qHSBjfete,TU PRINCIPE AZUL - En Vivo,La Mona Jimenez,9,0.4,0.851,5,-5.785,0,0.206,0.0855,0.0,0.184,0.673,154.137,282.901,0,0.0498119268686696
1AuWCj1jSABktGcuTI8u90,LA HUELLA - En Vivo,La Mona Jimenez,5,0.429,0.877,5,-5.736,1,0.313,0.273,0.0,0.361,0.493,154.04,265.835,0,0.2543628086911039
1HQvYYmlwNrIZe5yD0NjSf,EL SOLTERITO - En Vivo,La Mona Jimenez,5,0.437,0.86,7,-5.258,1,0.266,0.13,0.0,0.267,0.609,152.579,221.525,0,0.0698036295320893
1rkRwlXCOPa3N0kmuzvyT5,EL RENEGADO - En Vivo,La Mona Jimenez,5,0.356,0.886,10,-5.745,1,0.261,0.117,0.0,0.498,0.47,155.858,234.357,0,0.3397371665543586
